REC_NO,AFFINITY_CARD,CUST_GENDER,AGE,OCCUPATION,CUST_INCOME_LEVEL,CUST_MARITAL_STATUS,HOUSEHOLD_SIZE,YRS_RESIDENCE,PROD_NAME,PROD_CATEGORY,PROD_SUBCATEGORY,PROD_LIST_PRICE,QUANTITY_SOLD,AMOUNT_SOLD,COUNTRY_NAME
191,0,F,31,Sales,"H: 150,000 - 169,999",NeverM,2,4,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
192,1,M,52,Protec.,"A: Below 30,000",Married,3,8,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
193,1,M,52,Protec.,"A: Below 30,000",Married,3,8,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
194,0,F,20,Sales,"L: 300,000 and above",NeverM,1,2,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
195,1,F,35,Sales,"I: 170,000 - 189,999",Married,4-5,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
196,1,M,50,Crafts,"D: 70,000 - 89,999",Married,3,6,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
197,1,M,50,Crafts,"D: 70,000 - 89,999",Married,3,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
198,0,F,20,TechSup,"D: 70,000 - 89,999",NeverM,2,2,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
199,0,F,20,TechSup,"D: 70,000 - 89,999",NeverM,2,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
200,0,M,71,Transp.,"J: 190,000 - 249,999",Married,3,7,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
201,0,M,71,Transp.,"J: 190,000 - 249,999",Married,3,7,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
202,0,F,21,Prof.,"K: 250,000 - 299,999",NeverM,2,1,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
203,0,F,21,Prof.,"K: 250,000 - 299,999",NeverM,2,1,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
204,1,M,43,Exec.,"I: 170,000 - 189,999",Married,3,5,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
205,0,M,25,Sales,"K: 250,000 - 299,999",NeverM,2,2,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
206,0,M,25,Sales,"K: 250,000 - 299,999",NeverM,2,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
207,0,M,25,Sales,"K: 250,000 - 299,999",NeverM,2,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
208,0,F,43,Prof.,"E: 90,000 - 109,999",Divorc.,9+,2,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
209,0,F,25,Cleric.,"K: 250,000 - 299,999",NeverM,2,1,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
210,1,M,34,Exec.,"I: 170,000 - 189,999",Married,3,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
211,0,M,25,Cleric.,"J: 190,000 - 249,999",NeverM,1,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
212,1,M,51,Prof.,"F: 110,000 - 129,999",Married,3,9,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
213,0,M,28,Crafts,"F: 110,000 - 129,999",Separ.,2,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
214,0,M,28,Crafts,"F: 110,000 - 129,999",Separ.,2,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
215,1,M,34,TechSup,"J: 190,000 - 249,999",Married,3,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
216,1,M,34,TechSup,"J: 190,000 - 249,999",Married,3,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
217,1,M,34,TechSup,"J: 190,000 - 249,999",Married,3,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
218,1,M,34,TechSup,"J: 190,000 - 249,999",Married,3,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
219,0,F,39,Cleric.,"G: 130,000 - 149,999",Divorc.,9+,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
220,0,M,22,Crafts,"G: 130,000 - 149,999",NeverM,9+,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
221,0,M,22,Crafts,"G: 130,000 - 149,999",NeverM,9+,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
222,0,M,44,Protec.,"L: 300,000 and above",Divorc.,2,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
223,0,M,50,Crafts,"I: 170,000 - 189,999",Married,3,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
224,0,M,50,Crafts,"I: 170,000 - 189,999",Married,3,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
225,1,M,36,Transp.,"G: 130,000 - 149,999",Married,3,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
226,1,M,36,Transp.,"G: 130,000 - 149,999",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
227,0,F,46,Cleric.,"E: 90,000 - 109,999",Divorc.,2,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
228,1,M,36,Crafts,"G: 130,000 - 149,999",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
229,1,M,65,Sales,"J: 190,000 - 249,999",Married,3,7,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
230,0,M,36,Exec.,"D: 70,000 - 89,999",Married,3,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
231,0,F,57,Cleric.,"L: 300,000 and above",Divorc.,9+,6,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
232,0,F,57,Cleric.,"L: 300,000 and above",Divorc.,9+,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
233,0,M,38,TechSup,"H: 150,000 - 169,999",Married,3,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
234,1,M,32,Exec.,"B: 30,000 - 49,999",Married,3,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
235,1,M,32,Exec.,"B: 30,000 - 49,999",Married,3,4,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
236,0,M,48,Exec.,"K: 250,000 - 299,999",Married,3,6,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
237,0,F,38,Exec.,"C: 50,000 - 69,999",Divorc.,9+,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
238,0,M,26,Other,"C: 50,000 - 69,999",NeverM,9+,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
239,0,M,26,Other,"C: 50,000 - 69,999",NeverM,9+,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
240,0,M,23,Other,"L: 300,000 and above",NeverM,1,1,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
241,0,M,23,Other,"L: 300,000 and above",NeverM,1,1,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
242,0,M,54,Crafts,"B: 30,000 - 49,999",Separ.,9+,5,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
243,0,M,54,Crafts,"B: 30,000 - 49,999",Separ.,9+,5,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
244,0,M,54,Crafts,"B: 30,000 - 49,999",Separ.,9+,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
245,0,M,78,Farming,"C: 50,000 - 69,999",Married,3,6,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
246,0,M,78,Farming,"C: 50,000 - 69,999",Married,3,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
247,0,M,19,Farming,"L: 300,000 and above",NeverM,6-8,2,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
248,1,M,38,Exec.,"L: 300,000 and above",Married,3,5,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
249,1,M,38,Exec.,"L: 300,000 and above",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
250,0,F,20,Other,"F: 110,000 - 129,999",NeverM,1,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
251,1,M,49,Exec.,"H: 150,000 - 169,999",Divorc.,2,6,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
252,0,M,57,Sales,"G: 130,000 - 149,999",Married,3,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
253,0,M,28,Crafts,"J: 190,000 - 249,999",Married,3,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
254,0,M,28,Crafts,"J: 190,000 - 249,999",Married,3,4,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
255,0,F,30,TechSup,"D: 70,000 - 89,999",NeverM,2,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
256,0,F,30,TechSup,"D: 70,000 - 89,999",NeverM,2,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
257,0,F,24,Transp.,"J: 190,000 - 249,999",NeverM,2,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
258,0,F,24,Transp.,"J: 190,000 - 249,999",NeverM,2,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
259,0,F,81,Cleric.,"L: 300,000 and above",Divorc.,2,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
260,0,F,81,Cleric.,"L: 300,000 and above",Divorc.,2,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
261,0,M,34,Cleric.,"I: 170,000 - 189,999",Divorc.,1,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
262,0,M,44,Crafts,"G: 130,000 - 149,999",NeverM,6-8,7,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
263,0,M,41,Crafts,"I: 170,000 - 189,999",Divorc.,9+,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
264,0,M,21,Cleric.,"D: 70,000 - 89,999",NeverM,2,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
265,0,M,21,Cleric.,"D: 70,000 - 89,999",NeverM,2,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
266,0,F,24,TechSup,"B: 30,000 - 49,999",NeverM,2,2,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
267,0,M,18,Sales,"L: 300,000 and above",NeverM,1,1,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
268,1,M,44,Sales,"K: 250,000 - 299,999",Married,3,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
269,1,M,49,Prof.,"H: 150,000 - 169,999",Divorc.,2,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
270,1,M,49,Prof.,"H: 150,000 - 169,999",Divorc.,2,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
271,0,F,34,Prof.,"L: 300,000 and above",Divorc.,9+,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
272,0,F,34,Prof.,"L: 300,000 and above",Divorc.,9+,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
273,0,F,40,Cleric.,"J: 190,000 - 249,999",Divorc.,9+,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
274,0,F,40,Cleric.,"J: 190,000 - 249,999",Divorc.,9+,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
275,0,M,47,Crafts,"H: 150,000 - 169,999",Divorc.,2,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
276,0,M,62,?,"I: 170,000 - 189,999",Married,3,6,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
277,0,M,58,?,"C: 50,000 - 69,999",Married,3,10,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
278,0,F,17,Cleric.,"K: 250,000 - 299,999",NeverM,1,1,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
279,0,M,34,Crafts,"E: 90,000 - 109,999",NeverM,9+,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
280,0,M,34,Crafts,"E: 90,000 - 109,999",NeverM,9+,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
281,0,M,34,Crafts,"E: 90,000 - 109,999",NeverM,9+,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
282,1,F,58,Sales,"H: 150,000 - 169,999",Widowed,2,6,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
283,0,M,28,Prof.,"L: 300,000 and above",NeverM,6-8,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
284,0,M,24,Exec.,"D: 70,000 - 89,999",NeverM,2,2,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
285,0,M,47,Crafts,"K: 250,000 - 299,999",Married,3,5,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
286,0,M,47,Crafts,"K: 250,000 - 299,999",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
287,0,F,42,Farming,"L: 300,000 and above",Married,4-5,5,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
288,1,M,42,Prof.,"E: 90,000 - 109,999",Married,3,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
289,1,M,42,Prof.,"E: 90,000 - 109,999",Married,3,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
290,0,F,23,Exec.,"H: 150,000 - 169,999",Married,4-5,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
291,0,F,23,Exec.,"H: 150,000 - 169,999",Married,4-5,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
292,0,M,39,Sales,"J: 190,000 - 249,999",Divorc.,2,5,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
293,0,M,39,Sales,"J: 190,000 - 249,999",Divorc.,2,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
294,0,M,39,Sales,"J: 190,000 - 249,999",Divorc.,2,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
295,0,F,34,Cleric.,"K: 250,000 - 299,999",Married,4-5,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
296,0,F,33,Other,"F: 110,000 - 129,999",Divorc.,9+,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
297,0,F,33,Other,"F: 110,000 - 129,999",Divorc.,9+,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
298,0,F,33,Other,"F: 110,000 - 129,999",Divorc.,9+,4,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
299,0,F,36,Prof.,"J: 190,000 - 249,999",Divorc.,9+,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
300,0,F,36,Prof.,"J: 190,000 - 249,999",Divorc.,9+,4,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
301,0,F,46,TechSup,"K: 250,000 - 299,999",Divorc.,2,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
302,1,M,31,Exec.,"L: 300,000 and above",Married,3,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
303,1,M,31,Exec.,"L: 300,000 and above",Married,3,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
304,0,F,31,Cleric.,"G: 130,000 - 149,999",Divorc.,2,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
305,0,F,31,Cleric.,"G: 130,000 - 149,999",Divorc.,2,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
306,0,M,29,Machine,"H: 150,000 - 169,999",NeverM,2,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
307,1,M,40,Prof.,"E: 90,000 - 109,999",Married,3,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
308,0,F,42,Transp.,"G: 130,000 - 149,999",Widowed,9+,4,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
309,0,F,29,Other,"G: 130,000 - 149,999",Married,4-5,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
310,0,M,32,Machine,"J: 190,000 - 249,999",Divorc.,9+,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
311,0,M,32,Machine,"J: 190,000 - 249,999",Divorc.,9+,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
312,0,M,23,Cleric.,"J: 190,000 - 249,999",Married,6-8,2,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
313,0,M,37,Handler,"E: 90,000 - 109,999",Married,3,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
314,0,M,42,Prof.,"I: 170,000 - 189,999",Divorc.,2,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
315,1,F,38,Cleric.,"F: 110,000 - 129,999",Married,4-5,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
316,1,M,53,Prof.,"D: 70,000 - 89,999",Married,3,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
317,1,M,53,Prof.,"D: 70,000 - 89,999",Married,3,5,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
318,1,M,53,Prof.,"D: 70,000 - 89,999",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
319,0,F,28,?,"H: 150,000 - 169,999",NeverM,1,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
320,0,F,45,Prof.,"J: 190,000 - 249,999",Divorc.,2,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
321,0,F,45,Prof.,"J: 190,000 - 249,999",Divorc.,2,5,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
322,0,F,45,Prof.,"J: 190,000 - 249,999",Divorc.,2,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
323,0,M,49,Other,"F: 110,000 - 129,999",Married,3,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
324,0,M,49,Other,"F: 110,000 - 129,999",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
325,1,F,60,Other,"H: 150,000 - 169,999",Married,4-5,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
326,1,F,60,Other,"H: 150,000 - 169,999",Married,4-5,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
327,0,M,59,Transp.,"C: 50,000 - 69,999",Divorc.,6-8,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
328,0,M,59,Transp.,"C: 50,000 - 69,999",Divorc.,6-8,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
329,0,F,45,Exec.,"D: 70,000 - 89,999",Divorc.,2,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
330,0,F,45,Exec.,"D: 70,000 - 89,999",Divorc.,2,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
331,0,F,21,Sales,"F: 110,000 - 129,999",NeverM,9+,2,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
332,0,F,21,Sales,"F: 110,000 - 129,999",NeverM,9+,2,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
333,1,F,42,Machine,"E: 90,000 - 109,999",Married,4-5,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
334,1,F,42,Machine,"E: 90,000 - 109,999",Married,4-5,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
335,1,F,42,Machine,"E: 90,000 - 109,999",Married,4-5,4,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
336,1,M,48,Exec.,"J: 190,000 - 249,999",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
337,0,M,40,Sales,"G: 130,000 - 149,999",Married,3,6,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
338,0,F,49,Other,"J: 190,000 - 249,999",Widowed,2,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
339,0,M,36,Crafts,"L: 300,000 and above",Divorc.,2,4,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
340,0,M,36,Crafts,"L: 300,000 and above",Divorc.,2,4,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
341,0,M,24,Crafts,"H: 150,000 - 169,999",NeverM,2,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
342,0,M,24,Crafts,"H: 150,000 - 169,999",NeverM,2,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
343,0,M,31,Crafts,"H: 150,000 - 169,999",Married,3,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
344,0,M,31,Crafts,"H: 150,000 - 169,999",Married,3,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
345,0,M,31,Crafts,"H: 150,000 - 169,999",Married,3,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
346,0,M,28,Machine,"J: 190,000 - 249,999",Married,3,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
347,0,M,60,Transp.,"E: 90,000 - 109,999",Married,3,8,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
348,0,M,21,TechSup,"F: 110,000 - 129,999",NeverM,1,1,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
349,1,M,48,Machine,"G: 130,000 - 149,999",Married,3,5,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
350,1,M,48,Machine,"G: 130,000 - 149,999",Married,3,5,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
351,1,M,29,Exec.,"J: 190,000 - 249,999",Married,3,4,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
352,0,F,64,?,"L: 300,000 and above",Married,4-5,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
353,0,F,64,?,"L: 300,000 and above",Married,4-5,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
354,1,M,62,Exec.,"I: 170,000 - 189,999",Married,3,6,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
355,0,F,32,Exec.,"G: 130,000 - 149,999",NeverM,2,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
356,0,F,32,Exec.,"G: 130,000 - 149,999",NeverM,2,3,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
357,0,M,25,Cleric.,"E: 90,000 - 109,999",NeverM,1,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
358,0,M,58,Crafts,"J: 190,000 - 249,999",Divorc.,2,7,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
359,0,M,25,Prof.,"I: 170,000 - 189,999",NeverM,1,3,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
360,0,M,25,Prof.,"I: 170,000 - 189,999",NeverM,1,3,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
361,0,F,65,Cleric.,"E: 90,000 - 109,999",Widowed,2,7,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
362,0,M,21,Machine,"B: 30,000 - 49,999",Divorc.,6-8,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
363,0,M,48,Protec.,"B: 30,000 - 49,999",Divorc.,2,8,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
364,1,M,65,Exec.,"E: 90,000 - 109,999",Married,3,7,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
365,1,F,40,Prof.,"J: 190,000 - 249,999",Married,4-5,3,Keyboard Wrist Rest,Software/Other,Accessories,11.99,1,11.99,USA
366,0,F,23,Prof.,"J: 190,000 - 249,999",NeverM,1,2,Mouse Pad,Software/Other,Accessories,9.99,1,9.99,USA
367,0,F,23,Prof.,"J: 190,000 - 249,999",NeverM,1,2,"Multimedia speakers- 3"" cones",Peripherals and Accessories,Accessories,44.99,1,44.99,USA
368,0,F,23,Prof.,"J: 190,000 - 249,999",NeverM,1,2,Standard Mouse,Peripherals and Accessories,Accessories,22.99,1,22.99,USA
